query_id,category_l1,category_l2,query_type,Query_EN,Query_IT,Query_DE
q51201ea1b,Home & Garden,robot vacuum cleaner,generic,robot vacuum cleaner under 100,aspirapolvere robot sotto 100 euro,Saugroboter unter 100 euro
q64a6ede5c,Sporting Goods,mountain bike,generic,mountain bike under 500,mountain bike sotto 500 euro,Mountainbike unter 500 euro
q3388a8393,Home & Garden,capsule coffee machine,branded,Nespresso Essenza Mini price,Nespresso Essenza Mini prezzo,Nespresso Essenza Mini preis
q74f2e415c,Electronics,smart TV,generic,where to buy smart TV,dove comprare smart TV,wo Smart-TV kaufen
q408c7e83e,Apparel & Accessories,running jacket,generic,running jacket for beginners,giacca da corsa per principianti,Laufjacke für anfänger
q73308a6a1,Apparel & Accessories,smartwatch,branded,Samsung Galaxy Watch 6 review,Samsung Galaxy Watch 6 recensione,Samsung Galaxy Watch 6 test
q65c5bbcc7,Apparel & Accessories,winter jacket,branded,The North Face Nuptse review,The North Face Nuptse recensione,The North Face Nuptse test
q1f46de9c3,Beauty & Personal Care,face moisturiser,generic,face moisturiser for beginners,crema idratante viso per principianti,Gesichtscreme für anfänger
q00a653448,Electronics,smartphone,generic,best value smartphone,smartphone miglior rapporto qualità prezzo,bestes preis-leistungs Smartphone
q11816ae65,Apparel & Accessories,boots,generic,top boots,top stivali,top Stiefel
q97b317d45,Sporting Goods,yoga mat,generic,yoga mat amazon,tappetino yoga amazon,Yogamatte amazon
q6c3c6e684,Baby & Kids,baby monitor,generic,baby monitor professional,baby monitor professionale,professioneller Babyphone
q25542e1ab,Electronics,gaming mouse,branded,Steelseries Aerox 5 price,Steelseries Aerox 5 prezzo,Steelseries Aerox 5 preis
q18e25973a,Electronics,monitor,branded,buy LG 27UK850,acquista LG 27UK850,LG 27UK850 kaufen
q9a92158ff,Electronics,QLED television,branded,Samsung QN90C price,Samsung QN90C prezzo,Samsung QN90C preis
q437f5ce58,Sporting Goods,cycling helmet,generic,cycling helmet online,casco da bici online,Fahrradhelm online
q756848a03,Apparel & Accessories,sneakers,generic,sneakers for beginners,sneakers per principianti,Sneaker für anfänger
q7a4e9436d,Electronics,Android tablet,generic,Android tablet specs,specifiche tablet Android,Android-Tablet technische daten
qa87382ff8,Beauty & Personal Care,vitamin C serum,generic,vitamin C serum under 500,siero vitamina C sotto 500 euro,Vitamin-C-Serum unter 500 euro
qce770a3d2,Sporting Goods,treadmill,branded,buy Technogym MyRun,acquista Technogym MyRun,Technogym MyRun kaufen
qa4d8486d5,Electronics,screen protector,generic,screen protector offers,offerte protezione schermo,Displayschutzfolie angebote
qaa9507219,Home & Garden,smart doorbell,generic,smart doorbell price,prezzo videocitofono smart,Video-Türklingel preis
qc0251d1b1,Sporting Goods,sports nutrition,generic,sports nutrition review,recensione nutrizione sportiva,Sportnahrung test
qc340f7ec7,Sporting Goods,sleeping bag,generic,sleeping bag 2024,sacco a pelo 2024,Schlafsack 2024
q76a9558d6,Apparel & Accessories,sports bra,generic,sports bra amazon,reggiseno sportivo amazon,Sport-BH amazon
q012367f35,Electronics,power bank,generic,compare power bank,confronta power bank,Powerbank vergleich
qd81c2820b,Electronics,phone case,branded,buy OtterBox Defender iPhone 15,acquista OtterBox Defender iPhone 15,OtterBox Defender iPhone 15 kaufen
qd276793bf,Electronics,Bluetooth speaker,generic,Bluetooth speaker sale,speaker Bluetooth saldi,Bluetooth-Lautsprecher sale
q1c205ee6d,Beauty & Personal Care,perfume,generic,best perfume,migliori profumo,bestes Parfüm
q37d11445f,Apparel & Accessories,sport shorts,generic,sport shorts deals,pantaloncini sportivi occasioni,Sporthose schnäppchen
qa70be3171,Home & Garden,office chair,generic,office chair sale,sedia da ufficio saldi,Bürostuhl sale
q209077245,Sporting Goods,ski helmet,generic,ski helmet sale,casco da sci saldi,Skihelm sale
qcbe192673,Sporting Goods,climbing harness,generic,best value climbing harness,imbrago da arrampicata miglior rapporto qualità prezzo,bestes preis-leistungs Klettergurt
q6e6109bb2,Electronics,webcam,generic,webcam amazon,webcam amazon,Webcam amazon
q9c1f7362f,Apparel & Accessories,basketball shoes,generic,basketball shoes under 100,scarpe da basket sotto 100 euro,Basketballschuhe unter 100 euro
q9dfa890da,Apparel & Accessories,running shoes,branded,Hoka Mach 6 offers,Hoka Mach 6 offerte,Hoka Mach 6 angebote
q745f20142,Beauty & Personal Care,foundation makeup,generic,foundation makeup amazon,fondotinta amazon,Foundation amazon
q6a07d1085,Electronics,portable speaker,generic,portable speaker online,altoparlante portatile online,Portabler Lautsprecher online
qf58b6308a,Electronics,USB-C cable,generic,USB-C cable specs,specifiche cavo USB-C,USB-C-Kabel technische daten
q62b2f36f5,Apparel & Accessories,hiking boots,generic,hiking boots sale,scarpe da trekking saldi,Wanderstiefel sale
qca248b636,Electronics,QLED television,generic,QLED television under 500,televisore QLED sotto 500 euro,QLED-Fernseher unter 500 euro
q238603687,Sporting Goods,ski boots,branded,Salomon S/Pro 130 review,Salomon S/Pro 130 recensione,Salomon S/Pro 130 test
qc36b04040,Electronics,laptop,generic,best value laptop,laptop miglior rapporto qualità prezzo,bestes preis-leistungs Laptop
q6c4183018,Electronics,earbuds,branded,buy Jabra Elite 10,acquista Jabra Elite 10,Jabra Elite 10 kaufen
qdf507e75c,Electronics,SSD,branded,Samsung 990 Pro 2TB,Samsung 990 Pro 2TB,Samsung 990 Pro 2TB
q464b852ba,Electronics,2-in-1 laptop,generic,2-in-1 laptop specs,specifiche laptop 2-in-1,2-in-1-Laptop technische daten
qde4339dc0,Sporting Goods,tennis racket,generic,tennis racket professional,racchetta da tennis professionale,professioneller Tennisschläger
q3e87872d8,Electronics,digital camera,generic,digital camera online,fotocamera digitale online,Digitalkamera online
qddb331e5e,Baby & Kids,baby stroller,branded,buy UPPAbaby Vista V2,acquista UPPAbaby Vista V2,UPPAbaby Vista V2 kaufen
qbcc92885b,Sporting Goods,road bike,generic,where to buy road bike,dove comprare bici da strada,wo Rennrad kaufen
q107767f51,Baby & Kids,toys,generic,toys price,prezzo giocattoli,Spielzeug preis
q048620cd1,Electronics,action camera,generic,action camera deals,action camera occasioni,Action-Kamera schnäppchen
q4805571a2,Electronics,iPad,generic,where to buy iPad,dove comprare iPad,wo iPad kaufen
q65b31ddac,Apparel & Accessories,sport leggings,generic,sport leggings online,leggings sportivi online,Sport-Leggings online
q3a3830280,Apparel & Accessories,sunglasses,generic,sunglasses online,occhiali da sole online,Sonnenbrille online
q8237fb9f9,Sporting Goods,tennis racket,generic,tennis racket review,recensione racchetta da tennis,Tennisschläger test
q4b14fae54,Sporting Goods,trekking poles,generic,trekking poles,bastoni da trekking,Wanderstöcke
qaa7ed804c,Home & Garden,stand mixer,generic,stand mixer 2024,impastatrice 2024,Küchenmaschine 2024
q3f3922338,Beauty & Personal Care,face moisturiser,generic,face moisturiser deals,crema idratante viso occasioni,Gesichtscreme schnäppchen
qe00b7099b,Baby & Kids,toys,generic,buy toys,acquista giocattoli,Spielzeug kaufen
qca6051c07,Sporting Goods,camping tent,generic,cheap camping tent,tenda da campeggio economici,günstiger Campingzelt
q613add3cb,Apparel & Accessories,running shoes,branded,Puma Nitro Elite 2,Puma Nitro Elite 2,Puma Nitro Elite 2
q595016e58,Apparel & Accessories,cycling shoes,generic,cycling shoes deals,scarpe da ciclismo occasioni,Radschuhe schnäppchen
q5c5efd751,Electronics,gaming headset,generic,where to buy gaming headset,dove comprare headset gaming,wo Gaming-Headset kaufen
qbfc6ba600,Electronics,2-in-1 laptop,generic,2-in-1 laptop offers,offerte laptop 2-in-1,2-in-1-Laptop angebote
q533536761,Baby & Kids,scooter kids,generic,compare scooter kids,confronta monopattino bambini,Kinderroller vergleich
qb77697abc,Home & Garden,coffee machine,generic,coffee machine 2024,macchina del caffè 2024,Kaffeemaschine 2024
qc2719225f,Home & Garden,robot vacuum cleaner,generic,robot vacuum cleaner amazon,aspirapolvere robot amazon,Saugroboter amazon
qc9049316a,Sporting Goods,e-bike,branded,Cube Stereo Hybrid review,Cube Stereo Hybrid recensione,Cube Stereo Hybrid test
q7b66dc957,Electronics,Bluetooth speaker,branded,Bose SoundLink Flex,Bose SoundLink Flex,Bose SoundLink Flex
q41db14714,Home & Garden,security camera,generic,buy security camera online,comprare telecamera di sicurezza online,Sicherheitskamera online kaufen
q0d3e7cf61,Electronics,in-ear headphones,generic,in-ear headphones offers,offerte auricolari in-ear,In-Ear-Kopfhörer angebote
qfd3986af9,Home & Garden,smart thermostat,generic,smart thermostat specs,specifiche termostato intelligente,Smartes Thermostat technische daten
q31fa05dbd,Apparel & Accessories,loafers,generic,compare loafers,confronta mocassini,Loafer vergleich
q8eb4cfd56,Sporting Goods,cycling helmet,branded,buy Specialized Propero 4,acquista Specialized Propero 4,Specialized Propero 4 kaufen
q7aecaad24,Sporting Goods,road bike,generic,road bike under 100,bici da strada sotto 100 euro,Rennrad unter 100 euro
q3e88c3325,Electronics,action camera,branded,DJI Osmo Action 4,DJI Osmo Action 4,DJI Osmo Action 4
q1d12d4349,Sporting Goods,football,generic,football sale,pallone da calcio saldi,Fußball sale
q5b22f56ce,Sporting Goods,badminton racket,generic,compare badminton racket,confronta racchetta da badminton,Badmintonschläger vergleich
q7e42381d8,Apparel & Accessories,sport shorts,generic,sport shorts online,pantaloncini sportivi online,Sporthose online
qc24d539b8,Home & Garden,blender,generic,blender under 500,frullatore sotto 500 euro,Mixer unter 500 euro
q86124f55a,Electronics,smart TV,branded,Philips OLED+908 price,Philips OLED+908 prezzo,Philips OLED+908 preis
qd567d8208,Apparel & Accessories,football boots,branded,Adidas Copa Pure 2 review,Adidas Copa Pure 2 recensione,Adidas Copa Pure 2 test
qfc3c74f75,Sporting Goods,GPS running watch,branded,Suunto Race price,Suunto Race prezzo,Suunto Race preis
q5d81b91a1,Apparel & Accessories,winter jacket,branded,Columbia Omni-Heat offers,Columbia Omni-Heat offerte,Columbia Omni-Heat angebote
qe6836fa85,Electronics,instant camera,generic,compare instant camera,confronta fotocamera istantanea,Sofortbildkamera vergleich
q54f70ba4a,Apparel & Accessories,running shoes,generic,running shoes price,prezzo scarpe da corsa,Laufschuhe preis
q0a96cb628,Apparel & Accessories,smartwatch,generic,best smartwatch,migliori smartwatch,bestes Smartwatch
q089df327f,Apparel & Accessories,sunglasses,generic,sunglasses sale,occhiali da sole saldi,Sonnenbrille sale
q081590db5,Electronics,VR headset,generic,VR headset 2024,visore VR 2024,VR-Headset 2024
qecc21d42e,Electronics,Bluetooth speaker,generic,buy Bluetooth speaker online,comprare speaker Bluetooth online,Bluetooth-Lautsprecher online kaufen
q630eade8a,Sporting Goods,sleeping bag,branded,Sea to Summit Spark Pro review,Sea to Summit Spark Pro recensione,Sea to Summit Spark Pro test
q37eb4ca82,Apparel & Accessories,running shoes,branded,ASICS Gel-Nimbus 26 review,ASICS Gel-Nimbus 26 recensione,ASICS Gel-Nimbus 26 test
q084fdbafc,Beauty & Personal Care,sunscreen SPF 50,branded,Altruist SPF 50 Face Fluid price,Altruist SPF 50 Face Fluid prezzo,Altruist SPF 50 Face Fluid preis
q32a9a8b44,Apparel & Accessories,winter jacket,generic,top winter jacket,top giacca invernale,top Winterjacke
q67bc8c8ee,Home & Garden,vacuum cleaner,branded,Dyson V15 Detect offers,Dyson V15 Detect offerte,Dyson V15 Detect angebote
q689c26dfb,Home & Garden,espresso machine,generic,espresso machine under 100,macchina per espresso sotto 100 euro,Espressomaschine unter 100 euro
q270f76130,Electronics,streaming device,generic,streaming device 2024,dispositivo streaming 2024,Streaming-Gerät 2024
qa0be4e5d3,Sporting Goods,foam roller,generic,foam roller amazon,foam roller amazon,Schaumstoffrolle amazon
q06226e658,Home & Garden,standing desk,generic,standing desk deals,scrivania regolabile occasioni,Höhenverstellbarer Schreibtisch schnäppchen
q46759b14b,Electronics,USB hub,generic,USB hub under 500,hub USB sotto 500 euro,USB-Hub unter 500 euro
q5daf53cc0,Home & Garden,robot vacuum cleaner,branded,Shark Matrix Robot,Shark Matrix Robot,Shark Matrix Robot
qf0a56187d,Home & Garden,electric razor,generic,electric razor online,rasoio elettrico online,Elektrorasierer online
q4bc8e0bfa,Apparel & Accessories,running shoes,branded,New Balance 990v6 price,New Balance 990v6 prezzo,New Balance 990v6 preis
q8fdcc19cd,Apparel & Accessories,running shoes,branded,buy Adidas Supernova Rise,acquista Adidas Supernova Rise,Adidas Supernova Rise kaufen
qd5a391d6f,Home & Garden,vacuum cleaner,generic,compare vacuum cleaner,confronta aspirapolvere,Staubsauger vergleich
q73c48ba7f,Electronics,instant camera,generic,instant camera under 100,fotocamera istantanea sotto 100 euro,Sofortbildkamera unter 100 euro
q0d3f7e404,Electronics,mechanical keyboard,branded,Keychron K2 Pro review,Keychron K2 Pro recensione,Keychron K2 Pro test
q670501a23,Electronics,gaming mouse,branded,Steelseries Aerox 5,Steelseries Aerox 5,Steelseries Aerox 5
q1f96a7249,Sporting Goods,mountain bike,branded,Santa Cruz Hightower review,Santa Cruz Hightower recensione,Santa Cruz Hightower test
q59de60d12,Electronics,USB-C cable,generic,USB-C cable 2024,cavo USB-C 2024,USB-C-Kabel 2024
q6f02bedac,Apparel & Accessories,rain jacket,generic,rain jacket sale,giacca impermeabile saldi,Regenjacke sale
qbc9045906,Home & Garden,vacuum cleaner,generic,vacuum cleaner for beginners,aspirapolvere per principianti,Staubsauger für anfänger
qacf93772b,Home & Garden,smart doorbell,generic,smart doorbell sale,videocitofono smart saldi,Video-Türklingel sale
q90c21c5b9,Electronics,wireless charger,branded,Anker MagGo 15W,Anker MagGo 15W,Anker MagGo 15W
q162ec8739,Beauty & Personal Care,lip balm,generic,lip balm under 500,balsamo labbra sotto 500 euro,Lippenbalsam unter 500 euro
q3956a6886,Apparel & Accessories,sneakers,generic,top sneakers,top sneakers,top Sneaker
q36f7ecef0,Electronics,laptop,branded,ASUS ZenBook Pro review,ASUS ZenBook Pro recensione,ASUS ZenBook Pro test
qec50cb71d,Apparel & Accessories,running watch,generic,running watch online,orologio da corsa online,Laufuhr online
qc4661b220,Electronics,gaming controller,generic,gaming controller,controller gaming,Gaming-Controller
qf831a5a19,Electronics,USB hub,generic,compare USB hub,confronta hub USB,USB-Hub vergleich
qb92581c41,Sporting Goods,kettlebell,generic,kettlebell specs,specifiche kettlebell,Kettlebell technische daten
q5bd1bba14,Home & Garden,coffee machine,generic,coffee machine,macchina del caffè,Kaffeemaschine
q74f8b80fd,Sporting Goods,basketball,generic,basketball sale,pallone da basket saldi,Basketball sale
qcf8511ea0,Electronics,smartphone,generic,buy smartphone online,comprare smartphone online,Smartphone online kaufen
qa51af77d6,Electronics,streaming device,branded,Apple TV 4K price,Apple TV 4K prezzo,Apple TV 4K preis
q8164c43cc,Baby & Kids,baby carrier,generic,baby carrier,marsupio neonato,Babytrage
q0a40d6684,Apparel & Accessories,sport shorts,generic,best sport shorts,migliori pantaloncini sportivi,bestes Sporthose
q26ed60946,Electronics,ultrabook,generic,best ultrabook,migliori ultrabook,bestes Ultrabook
q6d9b19d95,Apparel & Accessories,sports bag,generic,cheap sports bag,borsa sportiva economici,günstiger Sporttasche
qa64031474,Electronics,gaming monitor,generic,gaming monitor under 100,monitor gaming sotto 100 euro,Gaming-Monitor unter 100 euro
qb58502f9c,Electronics,tripod,generic,tripod review,recensione treppiede,Stativ test
q73618aa00,Apparel & Accessories,smartwatch,branded,Apple Watch Series 9,Apple Watch Serie 9,Apple Watch Series 9
q555fb2d3b,Sporting Goods,GPS running watch,branded,Garmin Forerunner 955,Garmin Forerunner 955,Garmin Forerunner 955
q3a4e59fbc,Apparel & Accessories,running shoes,branded,Salomon Ultra Glide 2 price,Salomon Ultra Glide 2 prezzo,Salomon Ultra Glide 2 preis
q3ef10e452,Electronics,phone case,generic,phone case offers,offerte custodia per telefono,Handyhülle angebote
q7bcf7dc58,Electronics,wireless headphones,generic,buy wireless headphones online,comprare cuffie wireless online,Kabellose Kopfhörer online kaufen
q15dc7ed3c,Electronics,4K television,generic,4K television under 500,televisore 4K sotto 500 euro,4K-Fernseher unter 500 euro
q0797b5256,Apparel & Accessories,running shoes,branded,Nike Air Max 90,Nike Air Max 90,Nike Air Max 90
qf50aa0e0f,Beauty & Personal Care,retinol cream,generic,retinol cream professional,crema al retinolo professionale,professioneller Retinol-Creme
q83dbe9d5f,Beauty & Personal Care,vitamin C serum,generic,vitamin C serum specs,specifiche siero vitamina C,Vitamin-C-Serum technische daten
